Hospital Name,Link,State,Address,"""Always"" quiet at night","""Usually"" quiet at night","Room was ""always"" clean","Room was ""usually"" clean","Patients ""always"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted","Doctors ""always"" communicated well","Doctors ""usually"" communicated well","Nurses ""always"" communicated well","Nurses ""usually"" communicated well","Staff ""always"" explained","Staff ""usually"" explained",Summary,Review Counts,Experience,Billing,Quality of Care,Other,Timeliness,Average Rating
Westchester Medical Center,https://www.yelp.com/biz/westchester-medical-center-valhalla-2,NY,100 Woods Rd,36,34,55,26,48,29,73,18,67,24,53,18,"Never again if you want better care Wp hospital or Phelps is much better an cleaner!!SPLITIt takes  special type of person that clearly is in it to help people, I get that and support them!SPLITWell I have to say waiting in the er for hours is not cool, but at the same time they took very good care of my son.SPLITTo add misery there was a poor older gentleman  sitting there,  his Cather bag was full and he was trying to stop his bleeding, clearly in pain, again no one paying any attention.SPLITI wouldn't wish this shithole on my worst enemy.SPLITI've been in the dental clinic SINCE 1:30 it is NOW 4:15 pm REALLY NO WAY IN HELL TO TREAT ANY PATIENTS WITH TOTAL DISREGARD FOR THEIR TIME.SPLIT530",60,0,0,0,0,29.47368421052631,2.08
Auburn  Community  Hospital,https://www.yelp.com/biz/auburn-memorial-hospital-auburn,NY,17 Lansing Street,45,37,61,30,49,37,73,19,71,23,55,18,"I hope they can remedy these things but I would not bring any sick person here and comfortably trust they'd get the proper care.SPLITThank goodness, my aunt was smart enough and knew her own body well enough so as to not take Methodist Hospital's so-called diagnosis as final because, if she had, it might well have been her last diagnosis - EVER!SPLITWas here for about a week, a bunch of lava you'll go through, nurses have good personalities that helps get the day by, some of them know how to find veins better than others.SPLITThe emergency department here is broken, broken, broken.SPLITI had a family member admitted here and while he was in bad shape, he was mostly admitted because he was high risk being an elderly person with many broken bones and more.SPLITI'm not saying throw people out but tell them to whisper or something, you have really sick people in the ER.SPLIT296",27,0,0,0,0,27.710843373493976,1.0
New York-Presbyterian Brooklyn Methodist Hospital,https://www.yelp.com/biz/newyork-presbyterian-brooklyn-methodist-hospital-brooklyn,NY,506 Sixth Street,49,31,69,20,59,24,78,16,79,16,60,16,"I would ensure the water is good if you plan to come here.SPLITThe nurse was very helpful and made sure we got seen immediately.SPLITWOW.SPLITDirty, rude staff, slow, unpleasant people overall--definitely not a place you want to be if you have an emergency.SPLITOverall if I could give no stars I would and the next time you choose to go to Methodist hospital just think about how they will kill you.SPLITWe arrived at 6 am in the emergency room and by 4:30 pm were still waiting for blood work results, meanwhile my sister had trouble breathing!!!SPLIT188",19,0,0,0,0,20.408163265306122,2.2870967741935484
Nicholas H Noyes Memorial Hospital,https://www.yelp.com/biz/noyes-memorial-hospital-dansville,NY,111  Clara Barton Street,50,39,66,23,68,26,74,20,77,19,62,20,"Obviously overcrowding is indicative of the lack of ER resources in the area but someone please staff this place up -- with more competent staff and better protocols.SPLITAlso, the social security registration lady was awesome and always put a smile on our face.SPLITI recommend this hospital to anyone looking to have a safe, low-intervention labor and delivery like I was.SPLITI regret not taking a photo of it because that is so insane and dangerous and there is no excuse, however busy you are.SPLITTo have a patient totally out of control causing ill and harm to another patient should be absolutely unacceptable.SPLITEvery time I have to deal with them, my blood pressure goes up and I feel like I want to cry, because I know I will be mistreated and have all sorts of unnecessary problems due to no fault of my own.SPLIT504",38,0,0,0,0,21.176470588235293,4.0
Upmc Chautauqua Wca,https://www.yelp.com/biz/upmc-chautauqua-wca-hospital-jamestown,NY,207 Foote Avenue,42,36,60,27,51,33,70,22,68,26,52,21,,2,0,0,0,0,20.0,2.7142857142857144
Harlem Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-harlem-new-york,NY,506 Lenox Avenue,54,26,70,20,49,22,74,17,64,23,48,18,"A lovely young woman came to my friend's room and took some marvelous shots of the precious newborn baby girl and if the parents like the photos, they can then choose from different packages to purchase.SPLITMake the commute to get you loved ones to get the best treatment and head out to the citySPLITOne of my really close friends had a baby boy on September 24 and she was well taking care of.SPLITI really cant believe I am givimg my favorite hospital a two.The only reason they got a two from me is because the place is very,although every bathroom in the ER was disgusting.Its 12:40 am,I am not just get registered are you fucking kidding me,I have been here since after 8pm.I dont know who's running this ER but shame on them.Of course I complained it fell on death ears.The staff is laughing and giggling while you are waiting to be seen smh.Guess I will be seen at 2:00am then go home and take a shower go to work tired ss hell smh.SPLITI had a lengthy wait but I understand that others may have had problems worse than mine
While waiting in triage I had my wallet and tablet stolen for my bag as I took off my coat.SPLITI get back down to the waiting area main entrance An like any disgusting man one of there employees I'm not sure if he was a janitor, nurse helper I have no idea but he did have a badge on, I'm walking out of the restroom back to where my husband was sitting with the rest of the family members, an this gross asshole didn't take one eye off my ass.SPLIT1370",127,0,0,0,0,24.074074074074073,2.2
University Hospital S U N Y Health Science Center,https://www.yelp.com/biz/university-hospital-syracuse,NY,750 East Adams Street,50,35,70,21,62,28,78,18,79,18,60,20,"(However, it is in proximity to several nice take-away options, so you can look like the hero friend.)SPLITAnd about ER for children, yes i have readen negative comments for ER, they are not quick maybe because of long line but after the examination i understanded why my baby was not first to be taking care of.because i was told she was ok. nurse seeing firstly and if there is an urgent situation they put in order of course.beds sometimes are not enough for children.SPLITIt might be a it busy here, but seriously why isn't someone around who can take care of something like this in an hours time?SPLITNot bad, but the very uncomfortable metal chairs made my abdominal pain worst, and I had to stand half the time.SPLITThe nursing staff is horrendous, after just one day it becomes obvious they hate working there and most of all hate patients.SPLIT,after 2 hours of waiting i went to her again and i asked her how long would i have to wait ,because i wasn't feel good at all , she said i don't know just have a sit .But the thing is she was so rude ,she pissed me and my husband off .SPLIT713",63,0,0,0,0,23.3201581027668,2.4285714285714284
St Elizabeth Medical Center,https://www.yelp.com/biz/st-elizabeth-medical-center-utica-3,NY,2209 Genesee Street,47,38,63,24,64,27,75,18,79,17,59,18,"I went in around 12pm on a weekday, I have to say triage did a great job at getting my paperwork over and done with pretty quickly plus they were super nice.SPLITI hope that my family member has better luck upstairs in his room.SPLITI have a friend who works in the health care field, whose dad had a stroke and was rushed to Methodist.SPLITAt that point totally frustrated, hungry, annoyed, pissed off and a whole list of other things some woman wandered into my room and without identifying herself (I assumed she worked there in some capacity hence the scrubs) asked me what the problem was.SPLITThe space may look better, but the medical ""care"" has gone downhill and is horrifyingly bad.SPLITBy mid-afternoon that day, J was in excruciating pain and knew something was wrong.SPLIT486",32,0,0,0,0,25.128205128205128,3.5
St Charles Hospital,https://www.yelp.com/biz/st-charles-hospital-port-jefferson-2,NY,200 Belle Terre Road,52,35,77,15,67,24,80,15,82,15,62,18,"It would do you good to find a better run place to get medical services and if you find one here in New York, let me know...I am all earsSPLITThe staff is nice (with the exception of attendees that can really care less about you unless you got hit by a truck, got shot in the face, other cool ER like stuff but what else is new?)SPLITAll in all, I thought it would take 4 hours just to be seen by the doctor, so I was pleasantly surprised.SPLITSpent the whole night and morning puking and worse and wishing I was dead.SPLITWhen we went into the actual emergency room, they put my mom on a closet size room, no chart no name, nothing.SPLITI said mom, we're getting you out of here before they kill you.SPLIT131",11,0,0,0,0,26.785714285714285,2.3157894736842106
Syracuse Va Medical Center,https://www.yelp.com/biz/va-medical-center-syracuse,NY,800 Irving Ave.,45,41,66,23,64,29,74,20,74,20,64,18,"He really cares about his patients and stayed hours over his shift to make sure my best friend was tended to as fast as possible and stayed with her until she was discharged.SPLITSo the initial response in the ER was nice, 5 or 6 people made sure I was basically stable.SPLITThis hospital respects human life, and is aware of the feelings of loved ones.SPLITThis hospital is horrible, horrible, horrible.SPLITI visited the  emergency  room Saturday  night,encountered  the  Worst nurse..nurse williams,that ever lived..INCOMPETENT  OR OBTUSE are the only words to describe  her performance..notified  on call doctors  of her unprofessional  demeanor  and knowledge..the doctors  agreed..warning  to  all, if you have an emergency, stay clear of harlem  hospital  if said nurse is on dutySPLITThings went from bad to worse the following week ....while I observed filthy showers, terrible service and scores of interns with different advice and opinions on my son's condition and prognosis.SPLIT475",57,0,0,0,0,25.0,4.25
Champlain Valley Physicians Hospital Medical Ctr,https://www.yelp.com/biz/champlain-valley-physicians-hospital-medical-ctr-plattsburgh,NY,75 Beekman Street,57,32,74,19,69,24,79,16,82,15,66,18,"So it is their responsibility to treat all patients, young and old, with dignity, respect, and a smile.SPLITThe care staff at Good Sam made it sound like an assisted living with physical therapy.SPLITInstead of asking him if he was ok and needed help you heard the staff laughing saying ""it's not her it's him"".SPLITif I could give this dump no stars after this last fiasco, I would.SPLITHe refused to give me any pain meds from my fall and only wanted to offer NSAIDs which didn't work for me while I was in the emergency room for four hours.SPLITApril 13 2016 is a day ill never forget,  that is the day the staff in St Charles Hospital port Jeff killed my dad.SPLIT217",23,0,0,0,0,20.28985507246377,3.0
Mercy Medical Center,https://www.yelp.com/biz/mercy-medical-center-rockville-ctr,NY,1000 North Village Avenue,49,36,59,29,52,29,73,21,71,21,51,21,"Some ER visits are better than others but usually you are seen pretty quickly.SPLITNow I understand they are understaffed and overworked, but this one nurse always had a cell phone glued to her ear like she was a broker instead of a nurse.SPLITSPLITSAD actually, as she almost gave my mom the wrong medicine as I told her two times what my mom was allergic with!.SPLITWaited over THREE hours for a sonogram for my pregnant wife in terrible pain.SPLITHorrible treatment of a patient!SPLIT72",11,0,0,0,0,20.0,2.606060606060606
Phelps Memorial Hospital Assn,https://www.yelp.com/biz/phelps-memorial-hospital-center-sleepy-hollow-2,NY,701 North Broadway,50,35,80,17,70,22,81,16,82,15,62,18,"I see the complaints here and I can believe them, but Mercy is the best around.SPLITIn a world full of human error and miracle procedures I feel very thankful to have gotten my treatment from Mercy Hospital.SPLITWe went to Mercy and were told by ultrasound worker that baby was fine, alive and well.SPLITI had injured my knee, and it hurt a lot, so I went to my local emergency room which happens to be St Charles.SPLITIt took them 40 damn long minutes to tend to her, to stop the damn machine and give her benadryl.SPLITMy emergency room experience was pretty damn bad!SPLIT277",29,0,0,0,0,22.68041237113402,3.2571428571428567
St Luke's Cornwall Hospital,https://www.yelp.com/biz/st-lukes-cornwall-hospital-newburgh,NY,70 Dubois Street,42,40,69,22,56,30,76,18,74,20,60,17,,2,0,0,0,0,0.0,2.3793103448275863
Clifton Springs Hospital And Clinic,https://www.yelp.com/biz/clifton-springs-hospital-and-clinic-clifton-springs,NY,2 Coulter Road,51,38,75,20,71,25,81,17,79,17,64,17,"The nurses are very nice and hospital itself is clean which is a big plus in my book

I also gave birth in this hospital and your really treated like first priority.I've been to hospitals where you have rude nurses and nurses that act like they don't want to be there ( like franklin hospital) but this one was amazing!SPLITI sort of wish the hospital would've called me for a review or had some sort of review card just so I could tell them how awesome she was.SPLITFrom the first person registering me till the person that helped take me to my car two days later, after my surgery, the staff was courteous and extremely friendly.SPLITThe place is disgusting, dirty and the ER is a horrible mess.SPLITSo the new nurse then informed me in order to do the scan they needed that specific blood test  I was beyond furious but I stayed because I was worried about my health .to make this shorter they are so inconsiderate very loud near the patients that are trying to rest , if they see you looking their way in need of assistance they put their heads down .SPLITMy husband needed assistance to unplug his IV and we asked for help After 10 minutes he could not wait and had an accident When the nurses were called to now call their attention to this they actually berated him for not using the call button and totally upset him This is NOT loving and proper patient care This is irresponsible uncaring lack of their nursing responsibilities!!SPLIT512",50,0,0,0,0,28.965517241379313,2.5
New York-Presbyterian/Hudson Valley Hospital,https://www.yelp.com/biz/hudson-valley-hospital-center-cortlandt-manor-2,NY,1980 Crompond Road,56,34,78,15,69,23,84,12,83,14,69,14,"I know talking about patients' situations is private and detailed, and my mom wasn't the only patient the doctor had to see, but I would have liked a better ETA on how long these things would take.SPLITWe have had consistently good experiences in the ER here (I have two active kids so have seen inside of ERs more times than I'd like).SPLITI love this hospital so much I currently requested an OB in phelps just to give birth in this hospital.SPLITMy family & I knew the cancer had metastasized but we did not know how advanced her cancer was at the time she passed.SPLITShe was in her early 60s and died from breast cancer.SPLITRude and inconsiderate.SPLIT244",31,0,0,0,0,31.08108108108108,3.25
Hospital For Special Surgery,https://www.yelp.com/biz/hospital-for-special-surgery-new-york-5,NY,535 East 70Th Street,58,31,82,14,79,17,85,11,88,10,69,15,,1,0,0,0,0,0,3.608695652173913
Putnam Hospital Center,https://www.yelp.com/biz/putnam-hospital-center-carmel-2,NY,670 Stoneleigh Avenue,59,31,73,20,69,22,81,14,81,15,72,17,"If the rest of the hospital can give the type of care and concern in which my family and I lived with everyday for 3 weeks  - well I think the hospital would be a much better place!!!SPLITOver the last few months I have had the opportunity to spend a lot of time visiting a loved one at HVHC.SPLITThe registration person came in after they started to treat my son so it did not delay treatment which I really appreciate.SPLITLet me start with the ER.....Dirty, dirty, dirty, and the nurses are rude.SPLITThe only negative was that it was not clear where to park when arriving at the emergency room in my car.SPLITUpon coming into the ER and  
A--witnessing people being utterly ignored by the staff, 
B--the whole 3 hour goddamn wait IN the emergency center, 
C--the disrespectful nurses who could really give two shits about anyone or their privacy.. [are you kidding me, you want me to change in front of everyone, NOT in my own curtained off area, but in the hallway] and 
D--the lack of empathy for the senior citizens made my blood boil.SPLIT401",48,0,0,0,0,28.888888888888886,2.414634146341464
Nathan Littauer Hospital,https://www.yelp.com/biz/nathan-littauer-hospital-and-nursing-home-gloversville-3,NY,99 East State Street,54,34,74,18,70,23,77,17,80,17,65,16,"Yes, I had to wait a few days before I was  taken in, they are a very busy hospital,  but once the appointments were made and tests done, I was taken care of like I was the only patient here.SPLITWow, super fancy digs for a Physical Therapy place.SPLITSo yes I am able to compare the level of response time to appointments and the level of care.SPLITMy case was a little harder than average because I had to try four different pain meds before I found one that didn't make me really sick.SPLITDr. Roberts is, without question, the most obnoxious and rude physician.SPLITThe worst hospital in the  U.S.SPLIT361",39,0,0,0,0,41.9753086419753,1.6666666666666667
Mercy Hospital Of Buffalo,https://www.yelp.com/biz/mercy-hospital-buffalo,NY,565 Abbott Road,48,37,63,26,53,35,74,21,78,18,60,18,Wow!!SPLITSPLITSPLITI came to him with a medical problem and he did not help me at all.SPLITSPLITSPLIT51,4,0,0,0,0,11.11111111111111,2.071428571428572
Strong Memorial Hospital,https://www.yelp.com/biz/strong-memorial-hospital-rochester-3,NY,601 Elmwood Ave,48,34,63,26,61,30,78,18,80,17,60,21,"I am usually pretty critical of hospital systems, but this place is stellar in terms of performance, patient satisfaction, cleanliness and care.SPLITIf anyone has a more specific question please feel free to reply and I will be happy to try to answer.SPLITHe is very honest and professionally direct yet a pleasure to speak with as well.SPLITI called all three only to be told that they are only scheduling for late November and December, one of them suggested I go to an emergency room.They don't care if you are a former patient of theirs,
I frankly believe that they don't care about patients that experience problems after the surgery, one there is no money there and second it makes them look bad so they'd rather you go to another hospital and deal with your problem.SPLITHorrible place really bad experience no control or director/ceo.SPLITThe hospital keeps getting trying to get my reviews removed because they don't like the truth it is what it is THIS HOSPITAL IS TRASH and RACIST!!SPLIT1515",153,0,0,0,0,31.372549019607842,2.875
Good Samaritan Hospital Medical Center,https://www.yelp.com/biz/good-samaritan-hospital-medical-center-west-islip-4,NY,1000 Montauk Highway,43,38,71,21,65,25,75,20,78,17,60,18,"It got to the point where I was going to pull him, and finally got some attention--  but at that point his energy levels were shot, very little opportunity for any sleep for the patients, and by the time they finally decided on surgery it was near a holiday weekend so it was pushed back again.SPLITThere's no true care for patients here it is run like a factory not a place to combat health issues.SPLITLooking back , it would seem that another local hospital would have been the more obvious place to treat my condition , but I am happy I wound up here .SPLITshe also had no control over her staff as they were unprofessional talking about sexual things in nature..body parts..cursing..etc...when I got fired I went right to HR and complained how awful she was..and they ""sympathized"" with me.SPLITHe is in excruciating pain without help from staff.SPLITAVOID UNLESS YOUR DEADSPLIT327",42,0,0,0,0,35.16483516483517,1.9629629629629632
White Plains Hospital Center,https://www.yelp.com/biz/white-plains-hospital-white-plains,NY,41 East Post R0Ad,56,31,81,15,67,25,83,14,85,13,68,17,"I'm extremely disappointed with the level of care this hospital gives their patients.This is our 4th time here and have held back on how I feel thinking it was the day or it will get better.SPLITSPLITSPLITI guess you need to be a person who has private healthcare.. horrible place, was horrible 11 years ago when they told my mother nothing was wrong and her X-rays didn't show anything.. well she never had X-rays done so how could they show nothing was wrong.. my mother was splitting open on her sides from fluid in her abdomen from ovarian cancer .. horrible place then and horrible nowSPLITUnfortunately I gave birth to my first child at mercy hospital and I only had one horrendously unprofessional and rude nurse in the room.SPLITJust this one miserable nurse who was in a bad mood because she got called in to work.SPLIT19",3,0,0,0,0,25.0,3.4509803921568634
Cayuga Medical Center At Ithaca,https://www.yelp.com/biz/cayuga-medical-center-ithaca-5,NY,101 Dates Drive,53,33,68,24,71,23,79,17,81,16,64,20,God help you if you end up here for any reason.SPLITThis hospital loves to keep the heat at 80 degrees all year long.SPLITSPLITRude and heartless.SPLITIt's so hot and uncomfortable in there visitors have passed  out in waiting areas and employees leave there feeling ill from all the bacteria swarming around in their departments.SPLITI'm disgusted at the way I was treated.SPLIT33,5,0,0,0,0,18.181818181818183,2.25
Plainview Hospital,https://www.yelp.com/biz/plainview-hospital-plainview,NY,888 Old Country Road,41,36,66,24,63,27,75,19,75,20,58,16,the physicians and help don't care about sick people they just want you out of the hospital asap!!!!!!!!!SPLITShe was thorough and took her job seriously and made sure the patient was taken care.SPLITThe nursing staff was a pleasure to work with.SPLITstay away from this emergency room at all cost.SPLITthey say the average wait time in this emergency room is 24 minutes well I am not sure where they get this figure from but I took my mother there recently and she waited 4 hours before she got out of the waiting room.SPLITSPLIT35,5,0,0,0,0,57.14285714285714,3.05
St Joseph Hospital,https://www.yelp.com/biz/st-josephs-hospital-bethpage-2,NY,4295 Hempstead Turnpike,43,38,63,24,57,30,74,19,76,19,55,20,"I was simply AMAZED at how well they treated me - like they REALLY DO care - it wasn't an act - they weren't there JUST for the pay - and they NEVER complained about anything and trust me - they could have complained!SPLITI could see the compassion and care that this man had for the patients he is entrusted with, and I was so very thankful that he cared so much.SPLITAny time my sister has needed a nurse the come pretty quick and are very kind about helping her with anything the baby needs.SPLITI am a chronic pain patient, I can tell you my life is a living Hell, if Strong continues on this War on Chronic Patients, we are close to doing something to stop this dangerous situation.SPLITDO NOT TAKE YOUR LOVED ONES TO THIS DEATH TRAP


UPDATE:

Dad spent 6 months in that God awful place.SPLITThe most horrific hell hole.SPLIT1000",113,0,0,0,0,29.49061662198391,2.017543859649123
North Central Bronx Hospital,https://www.yelp.com/biz/nyc-health-hospitals-north-central-bronx-bronx,NY,3424 Kossuth Avenue & 210Th Street,59,23,74,17,48,23,76,17,68,18,54,17,"I would have gone somewhere else, but this is the only place my insurance BCS was accepted and I was told by Advocate Good Sam my plan wasn't accepted, but that I would be given care and it would cost me more.SPLITI been coming to this hospital ER from time to time for past 22 years and always had a good experience customer service wise but now this ER is a shithole.SPLITI dealt with it all day at work and it was clear I was in need of emergency help.SPLITWent to the ER around 2:30am with a horrible headache I was the only one waiting it was literally empty still waited until 3:45am until I got tired of waiting and left the TVs in the waiting room where really loud it also was really dirty one of the nurses was playing candy-crush and the other nurse that was there was a racist never going back to this place.SPLITI understand in ER the more serious the injury or situation is the earlier you get called in so when I got here They could see how bad of pain she was in.SPLITAfter visiting this 3rd world ER, I was afraid they would kill me by misdiagnosis and obvious incompetence.SPLIT54",7,0,0,0,0,26.08695652173913,1.6
Catskill Regional Medical Center,https://www.yelp.com/biz/catskill-regional-medical-center-harris-5,NY,68 Harris Bushville Road,50,36,71,19,69,23,77,17,76,19,58,21,"Try not being a raging bitch next time.SPLITSPLITSPLITI called my doctor and she assured me she'll be there in less than 30 minutes .... so I stayed unfortunately ....within those 30 minutes I had a nurse walk out on me  saying I was ""over exaggerating "" if it wasn't for the   anesthetist that opened the door to see why I was screaming (I'll like to stress that I was in the room alone screaming ) the pain was so bad I removed all equipment on  me off.....and the nurse a female didn't give two you know what about me .... if it wasn't for this gentleman!SPLITThe staff was very rude and wanted to know if I was doing drugs because my heart rate was high, mind you I was in a horrible car crash and extremely on edge.SPLITThe person who took me to and from the catscan though, ran me into walls hard, on both the to and from trips, and forgot to lock my bed after she brought it back to the ER...so I could have fallen and gotten ANOTHER head injury or other injury.SPLIT56",7,0,0,0,0,5.263157894736842,2.230769230769231
University Hospital At Stony Brook,https://www.yelp.com/biz/stony-brook-university-hospital-stony-brook,NY,Health Sciences Center Suny,40,36,66,23,59,28,76,19,79,16,59,18,,2,0,0,0,0,40.0,2.221238938053097
United Health Services Hospitals,https://www.yelp.com/biz/uhs-binghamton-general-hospital-binghamton,NY,10-42 Mitchell Avenue,42,33,71,19,65,25,73,20,74,21,58,23,"Thank you so much White Plains Hospital for helping to make the birth of my daughter the greatest experience of my life.SPLITNow I've been coming to Good Sam for years now but my experience has always been much better than this recent one.SPLITDo not come here if you or a loved one needs immediate medical treatment.SPLITHer response and behavior was to surreal for me to comprehend....Secondly the rooms are horrible, you may get sick easily from your roommate, and the nurses are overwhelmed rude and forgetful, let alone will leave you buzzing for help for 45 minutes... No pain medication to walk to them so you are basically stuck...SPLITThe worst wait ever was a family member who waited 6 HOURS before being seen by a doctor, in a gown, in pain in the waiting room.SPLITIf there was a minus ten I would give it- the medical care seems fine but the support staff- some nurses- receptionist- registration-, etc are rude and inconsiderate and insensitive- avoid this er if u can- go to south side instead-SPLIT168",23,0,0,0,0,20.967741935483872,3.333333333333333
St John's Episcopal Hospital At South Shore,https://www.yelp.com/biz/st-johns-episcopal-hospital-far-rockaway-2,NY,327 Beach 19Th Street,47,26,64,21,44,33,73,17,72,18,51,14,"Next the first person I saw was my doctor she was awesome very good and made sure I was okay and figured out what I needed.SPLITI had considered going to a Manhattan Hospital, thinking one of them might be better, but I went with WP, and I'm glad I did.SPLITStill, I think the most important thing is to be sure you have the best doctor for your specific needs.SPLITThe ER employees are miserable, unfriendly, totally without compassion and downright rude!SPLITHad to make an unfortunate visit in the middle of the night because my 17month old
Son was in a lot of pain in his arm, crying every time it was touched, security let me in through the wrong door bc I never been there before and he saw us holding him by the door, walked us to the right area, signed in and a nurse met us in the waiting room, apparently she has seen this injury before and was able to help right away.SPLITAt first we thought it was a fluke and they had a bad night when my sister had to go in and they screwed her over royaly when she had blood sugars all over the place and basically didn't care and just discharged her without really making sure she was okay to go home.SPLIT681",71,0,0,0,0,36.18090452261307,1.90625
Woodhull Medical And Mental Health Center,https://www.yelp.com/biz/nyc-health-hospitals-woodhull-brooklyn,NY,760 Broadway,53,33,70,19,50,25,72,20,67,20,50,19,"Yes, the staff was a mixed bag of tricks but the bottom line, I would definitely recommend the place.SPLITSo, here's my advice to the staff.. try to be alot more attentive to the people you are dealing with especially if their loved one is dying.. act like you give a crap (even if you don't) or find another profession it's pretty simple really.....SPLITMake sure you know which button is the one for help haha.SPLITINCOMPETENT, RUDE and CARELESS staff.SPLITUnfortunately another visit to the emergency room with my daughter.. again incompetent staff.. constantly saying different things about her treatment.. gave her nothing to eat.. when they discovered she had been raped they never did the requested rape kit....""staff"" so unprofessional and too busy looking at their phones to pay attention to the patients..SW ""Jillian""particularly stands out as unprofessional, and useless..she was annoyed that the police were interviewing my daughter!we will be suing this joke of a hospital... they do everything but treat the patients!SPLITThe minute we get into the room I knew something was wrong panicked got the first nurse I saw .. then I heard the nurse that watched the room yelled at the nurse I got and said "" stay out of my room"" all of you suck!!!SPLIT688",75,0,0,0,0,26.69491525423729,1.818181818181818
Interfaith Medical Center,https://www.yelp.com/biz/interfaith-medical-center-brooklyn-7,NY,1545 Atlantic Avenue,53,23,71,16,52,19,68,17,68,17,55,21,"This hospital needs some serious help.. And that one star is only for the sweet security man who greeted me with kindnessSPLITSaid doctor decided that my significant other was perfectly fine and didn't want to run any more tests.SPLITI wish I could zero stars, because they should be shut down with the care they give!SPLITanywhozzy, apparently they have absolutely no problem whatsoever with child molesters but if you mention it to them, that's where they have the problem, so according to them it A-OK to molest children but not to talk about it or bring it up.SPLITHorrible horrible horrible experience.SPLITI gave 1 star bc that's all there is, if there were negative stars I'd give 5 negative stars this place and all the people that work there, is off the charts awful.SPLIT444",51,0,0,0,0,20.588235294117645,1.8378378378378382
St Barnabas Hospital,https://www.yelp.com/biz/st-barnabas-hospital-bronx-6,NY,4422 Third Avenue,52,29,69,18,49,27,75,17,66,21,50,17,"They also treated my friends son, whom I brought in when she was on vacation,  for a hand laceration right away and treated him well.SPLITLuckily everything came back good news and we were discharged...the only issue was that it took almost 6 hours to get everything done (which I surprised it wasn't longer).SPLITWe thought Er was the better choice then urgent care.SPLITThis time they're pushing Percocet on me when I've said many times I don't take this stuff because it's bad for you obviously, but you are masking my pain so you can discharge me and I become someone else's problem.... or worse I need surgery because you misdiagnosed me and released me doubled over.SPLIT(There was a whole other situation that happened that was just as bad but too personal to get into and I'm consulting a lawyer about as well...) unfortunately Stony Brook is a better option than Mather or St. Charles but still in my opinion a terrible place to be if you're sick, in pain, scared and needing someone to care and want to help you.SPLITI could not believe that this hospital was so incompetent that they couldn't even see that he was released with that a week before and now from laying in the bed for so long it's no wonder he was getting worse!SPLIT797",76,0,0,0,0,26.400000000000002,2.2592592592592595
St Catherine Of Siena Hospital,https://www.yelp.com/biz/st-catherine-of-siena-medical-center-smithtown,NY,50 Route 25A,42,36,70,20,58,29,72,20,76,18,55,19,"Make sure that you have a competent doctor/nurse, and make sure that you, the patient, are happy with the information that they give you.SPLITThe head nurse Dacia the best explained everything put my mind at ease joked around and chatted with me to keep my mind of everything.SPLITI wish I didn't forget his name but he was great.SPLITI doubt anyone in authority bothers to read here but in case you do: this happened on 8/9 @ around 3:30 am and your emergency room clerk should be fired.SPLITYou will see ER patients in the emergency room for hours bleeding, seizing, sobbing in pain yet bedrooms are available upstairs.SPLITIf it wasn't for a second opinion I would have died from cancer of the vocal cord which existed during the CT scan but totally missed.SPLIT444",44,0,0,0,0,25.0,2.736842105263158
Hamilton Community Memorial Hospital,https://www.yelp.com/biz/hamilton-community-memorial-hospital-hamilton,NY,150 Broad Street,65,31,81,15,73,23,88,10,89,9,79,15,"The time in waiting room is seemed timeless  but overall they are truly care about you do not think that them keep you waiting because they do not care believe it or not but there are plenty of people in emergency room who is feeling the same way or even the  worse I am very thankful to the Doctors and Nurses who is working hard day and nights  to be able to help us and save our lives.SPLITThey really push you to breastfeed, which might feel like bullying at first because breastfeeding is just so hard but they help you, encourage you and make sure you are taken care of.SPLITIt also needs a better caring staff and somebody who's going to bring joy in the air ?!?SPLITThe staff walks around as if they have nothing to do god forbid you ask them a question they're so disgustingly nasty to you.SPLITIf they think I Will pay these murderers for killing my father they are insane.SPLITI've seen that the staff is very rude, and just with some deep attitude towards the patients, I cant stand this place, if you're sick or anything avoid this place, or you will die there waiting to be check up.SPLIT1248",135,0,0,0,0,25.39325842696629,1.0
